1	81	1	1294982042
70	15	1	1294996844
15	70	1	1295011594
81	1	1	1295060559
1	101	1	1295163874
62	54	2	1295213497
54	62	2	1295213514
101	1	1	1295219865
100	101	1	1295223075
101	103	1	1295223955
80	25	2	1295282631
100	60	2	1295394666
39	4	1	1295416559
4	39	1	1295416572
41	105	1	1295460036
72	4	4	1295507765
96	106	1	1295538197
106	96	1	1295560693
81	107	2	1295620829
107	81	3	1295622239
60	108	1	1295647516
108	60	1	1295647537
97	68	1	1295720115
68	97	1	1295720325
96	107	2	1295806594
7	109	1	1295847190
109	7	1	1295847198
41	110	1	1295990233
41	68	1	1295995415
68	41	1	1295995480
107	96	2	1296071386
23	7	5	1296076062
7	111	1	1296085723
111	7	1	1296085848
64	112	2	1296096742
112	64	2	1296096769
112	77	1	1296163311
112	115	2	1296163345
112	60	4	1296163403
60	112	4	1296164245
109	39	1	1296229412
39	109	1	1296229421
6	114	2	1296291457
114	39	1	1296291483
6	32	1	1296291724
39	114	1	1296291879
47	7	1	1296512060
1	119	1	1296512103
119	1	10	1296513384
100	1	3	1296513427
100	7	4	1296528583
7	100	2	1296528669
7	47	1	1296528718
7	122	1	1296553673
122	7	1	1296553682
23	108	1	1296579083
108	23	1	1296579093
108	104	1	1296580101
104	108	1	1296580128
60	56	2	1296595303
115	77	3	1296601381
119	127	10	1296608631
119	25	1	1296609273
1	2	8	1296629344
1	76	2	1296631215
76	1	2	1296631324
1	23	6	1296657671
54	129	1	1296682613
116	7	2	1296688733
7	116	2	1296688773
54	13	2	1296690714
13	54	2	1296690765
77	39	3	1296754197
77	15	1	1296754336
77	6	3	1296754391
77	1	3	1296754396
77	23	1	1296754414
77	28	3	1296754436
77	115	3	1296754444
77	112	1	1296754512
77	131	1	1296754599
77	61	3	1296754645
129	54	1	1296758780
54	2	2	1296769471
2	54	2	1296769494
127	119	10	1296772979
127	132	1	1296773130
132	127	2	1296774360
7	133	1	1296792124
133	7	1	1296792360
105	41	1	1296837863
41	64	1	1296868253
64	41	1	1296868317
57	110	1	1296870068
113	125	2	1296884305
125	113	2	1296884645
54	7	6	1296913225
7	54	5	1296913558
113	23	2	1296927382
113	135	2	1296927424
135	113	2	1296927624
78	36	2	1297093748
36	78	2	1297093804
2	132	2	1297102509
132	2	2	1297102585
96	15	4	1297187359
110	57	1	1297197836
110	41	1	1297197844
132	28	1	1297206555
28	132	1	1297207241
111	1	1	1297291838
132	134	1	1297301158
134	132	1	1297301164
132	100	1	1297308205
100	132	1	1297308356
41	137	1	1297315440
15	96	3	1297359911
137	41	1	1297367601
7	137	1	1297370442
137	7	1	1297371118
1	138	1	1297373817
138	1	1	1297374205
132	138	1	1297378806
138	132	1	1297378871
100	111	1	1297385761
111	100	1	1297385923
100	64	1	1297386367
64	100	1	1297386418
41	140	1	1297461521
140	41	1	1297462874
7	60	5	1297467512
60	100	2	1297479765
7	141	2	1297482206
141	134	5	1297489410
134	141	5	1297494046
141	7	3	1297494087
132	21	5	1297533099
139	132	1	1297533751
132	139	1	1297534218
78	132	3	1297550943
2	3	8	1297570107
132	142	1	1297621910
142	132	1	1297626301
110	142	1	1297626585
1	110	1	1297627293
110	1	1	1297627349
142	110	1	1297628388
110	76	2	1297644401
2	142	1	1297647974
142	2	1	1297647980
110	143	1	1297652994
143	110	1	1297653023
75	132	1	1297686545
110	134	1	1297722488
134	110	1	1297723091
132	144	1	1297734450
144	132	1	1297734460
1	145	1	1297789864
145	1	1	1297789936
146	2	1	1297807903
60	147	1	1297809192
41	148	1	1297812539
148	41	1	1297812615
23	113	4	1297815737
21	132	2	1297824885
93	81	2	1297844415
78	149	1	1297866186
149	150	1	1297866223
150	149	1	1297866274
132	75	1	1297872866
2	110	1	1297878331
110	2	1	1297878339
110	144	1	1297878361
144	110	1	1297878526
41	147	1	1297882011
147	41	1	1297882595
132	152	1	1297886091
104	153	2	1297893560
81	93	3	1297907214
152	154	1	1297908772
154	152	2	1297908772
152	75	1	1297908985
110	155	1	1297910665
132	156	4	1297911998
156	132	4	1297912087
132	113	3	1297915803
113	132	3	1297915880
155	110	1	1297915937
41	157	1	1297959915
157	41	1	1297961344
149	132	1	1297976227
132	149	1	1297976242
113	158	1	1297976422
158	113	2	1297976428
56	7	3	1297980365
7	56	3	1297980494
41	132	1	1298044125
153	104	2	1298047000
132	41	1	1298054259
114	1	2	1298056076
1	114	2	1298061894
1	111	2	1298062294
60	160	1	1298072060
160	60	1	1298072082
114	149	1	1298128068
149	114	1	1298130582
114	146	1	1298146050
78	146	1	1298146920
146	78	1	1298147262
122	78	1	1298147284
132	78	3	1298147302
146	114	1	1298147390
114	21	1	1298169867
7	161	3	1298169939
161	7	3	1298169950
21	114	1	1298176197
132	104	1	1298252030
104	132	1	1298252037
132	157	2	1298265265
157	132	2	1298265838
1	7	9	1298267256
7	1	7	1298267346
132	162	1	1298311685
162	132	1	1298311860
41	163	1	1298314077
163	41	1	1298314094
41	162	1	1298315498
162	41	1	1298315517
2	149	1	1298346435
149	2	1	1298346450
75	41	2	1298399915
143	81	1	1298431339
143	80	1	1298431428
80	143	1	1298431544
1	165	1	1298487310
165	1	1	1298487318
152	166	1	1298513463
166	152	1	1298513681
2	166	1	1298520616
166	2	1	1298520694
110	104	1	1298577705
41	167	1	1298584879
167	41	1	1298584914
41	168	1	1298589590
168	41	1	1298589707
132	169	2	1298611412
169	132	2	1298611459
81	149	1	1298623979
142	170	1	1298645238
170	142	1	1298645445
45	171	2	1298646564
171	45	2	1298647570
64	166	1	1298653534
166	64	1	1298653560
113	166	1	1298654517
166	113	1	1298654518
60	104	2	1298654790
60	172	1	1298657430
64	3	1	1298665050
113	173	2	1298665395
173	113	1	1298667152
41	174	1	1298667648
172	60	1	1298667688
166	156	2	1298694080
156	166	2	1298694138
175	7	2	1298708157
45	176	3	1298740676
161	144	1	1298757245
144	161	1	1298757269
7	166	1	1298759550
161	177	1	1298778315
177	161	1	1298778361
149	129	1	1298795456
129	149	1	1298795469
144	178	1	1298843672
178	144	1	1298843684
75	1	2	1298844200
75	179	1	1298844210
179	75	1	1298844224
75	62	2	1298844292
62	75	2	1298844298
143	173	1	1298874598
149	173	1	1298874793
173	149	1	1298874964
173	143	1	1298875016
166	180	1	1298878913
180	166	1	1298878997
174	41	1	1298880775
149	81	3	1298898117
144	143	1	1298926935
143	144	1	1298927097
60	148	2	1298928761
148	60	2	1298928785
2	156	1	1298929715
156	2	1	1298929725
1	19	6	1298950354
132	181	1	1299031253
181	132	1	1299031290
135	181	1	1299032633
181	135	1	1299032672
132	159	1	1299034390
159	132	1	1299034411
135	143	1	1299038270
143	135	1	1299038485
148	182	1	1299041120
182	148	1	1299041134
144	181	1	1299041572
181	144	1	1299041644
181	183	2	1299043467
183	181	2	1299043552
143	183	1	1299044295
183	143	1	1299044403
142	64	1	1299085321
64	142	1	1299085332
184	7	2	1299087811
7	184	2	1299088214
80	7	1	1299088418
7	78	1	1299093649
78	7	1	1299093675
147	179	1	1299101381
179	147	1	1299103259
7	185	1	1299151908
185	7	1	1299152112
176	45	1	1299178293
183	186	1	1299204601
186	183	1	1299204728
135	187	1	1299204954
187	135	1	1299205271
33	7	2	1299206112
7	33	2	1299206120
78	144	3	1299275608
7	188	1	1299283600
188	7	1	1299283609
104	189	2	1299289950
189	104	2	1299290476
104	190	1	1299304119
190	104	1	1299304160
104	110	2	1299436669
104	191	1	1299438046
191	104	1	1299438055
104	113	1	1299446922
113	104	1	1299446966
6	173	3	1299448000
110	7	1	1299490927
104	171	1	1299521853
171	104	1	1299526904
143	192	1	1299530755
192	143	1	1299530790
60	159	2	1299531272
159	60	2	1299531325
2	1	8	1299556897
57	25	2	1299557058
60	178	2	1299612558
7	35	2	1299679074
60	193	1	1299680713
193	60	1	1299690392
60	194	1	1299695065
194	178	1	1299695092
194	60	1	1299695194
178	194	1	1299696031
7	195	1	1299732938
195	7	1	1299732960
29	60	2	1299735275
62	196	1	1299758045
196	62	1	1299758069
60	29	2	1299767299
60	191	4	1299770717
7	156	1	1299912911
156	7	1	1299912917
60	198	1	1299950086
60	199	1	1299985463
199	60	1	1299985655
7	200	2	1300015562
200	7	2	1300015952
132	198	2	1300042937
198	132	1	1300043118
35	7	2	1300184212
194	201	1	1300209236
201	194	1	1300211126
100	202	1	1300226424
202	100	1	1300226821
142	203	1	1300231849
203	142	1	1300232683
7	204	1	1300232689
142	60	1	1300233490
7	110	3	1300240397
60	205	1	1300244368
206	201	1	1300261803
201	206	1	1300262139
207	7	2	1300292103
200	62	1	1300330195
60	75	3	1300332304
75	60	3	1300332465
75	7	3	1300333013
60	209	3	1300402382
7	210	1	1300411885
210	7	1	1300414646
142	143	2	1300459755
143	142	2	1300459769
60	142	1	1300473495
7	206	2	1300568051
149	209	1	1300652886
120	7	5	1300708855
7	207	3	1300720137
7	96	1	1300745124
104	179	-1	1300756036
200	179	-1	1300756138
149	179	-1	1300756262
96	7	2	1300789107
56	60	2	1300815963
202	211	1	1300839353
200	13	1	1300839891
13	200	1	1300839914
211	202	1	1300844813
104	149	1	1300847914
149	104	1	1300848459
104	60	3	1300857386
149	62	1	1300864405
167	211	1	1300869246
206	7	2	1300922188
202	212	1	1300928214
212	202	1	1300928241
212	209	1	1300931572
60	212	4	1300933559
212	60	4	1300933628
101	134	1	1300933842
60	213	2	1300933941
213	60	2	1300934003
134	101	1	1300934773
212	7	1	1300936617
212	132	1	1300936648
212	29	1	1300937005
143	153	1	1300997415
153	143	2	1300998239
35	110	2	1301003730
135	214	1	1301005357
143	215	1	1301019704
215	143	1	1301019908
29	212	1	1301020983
7	212	1	1301023265
135	152	1	1301029977
7	179	-1	1301032557
39	149	4	1301053223
149	39	4	1301053275
214	216	1	1301084933
216	214	1	1301086321
174	112	1	1301089006
153	202	1	1301105775
29	120	2	1301142985
60	217	2	1301148833
60	218	1	1301149634
218	60	1	1301149695
209	212	1	1301167471
217	60	2	1301168075
217	3	5	1301168216
135	179	-1	1301193533
176	219	1	1301235483
219	176	1	1301235509
219	110	1	1301235545
176	220	1	1301245065
1	223	7	1301329949
60	1	7	1301333078
60	7	7	1301333083
39	2	8	1301333303
202	176	1	1301339346
176	202	1	1301339497
60	224	4	1301341025
1	225	1	1301354601
225	1	1	1301354685
225	209	1	1301354726
29	1	4	1301365737
29	219	1	1301365872
219	29	1	1301366024
1	132	1	1301366233
1	227	1	1301369843
227	1	1	1301369929
60	228	1	1301439896
225	45	1	1301447178
60	214	2	1301453104
199	185	1	1301513674
185	199	1	1301514095
60	230	1	1301521483
60	231	1	1301522463
231	60	1	1301523090
7	232	3	1301569600
1	104	1	1301600149
104	1	2	1301600347
33	1	8	1301607874
62	149	1	1301613623
29	171	1	1301617654
206	233	1	1301618419
233	206	1	1301618445
232	7	2	1301630013
60	208	3	1301683979
208	60	3	1301684510
206	234	1	1301694943
234	206	1	1301695372
235	7	5	1301744133
222	7	2	1301774796
104	202	3	1301785229
202	104	3	1301785244
202	236	1	1301820796
236	202	1	1301821270
202	237	1	1301827089
237	202	10	1301827808
149	238	1	1301863197
238	149	1	1301863380
39	239	1	1301866634
239	64	1	1301866652
239	39	1	1301866658
202	135	2	1301897259
135	202	2	1301897279
2	7	5	1301898700
2	60	5	1301898705
2	62	8	1301898738
2	77	2	1301898760
7	2	5	1301899168
7	39	5	1301899174
7	41	5	1301899185
7	21	5	1301899227
7	72	2	1301899300
7	62	6	1301899327
208	62	1	1301901228
206	240	1	1301901460
240	206	2	1301901472
62	208	1	1301901475
231	241	1	1301936770
39	143	2	1301938973
143	39	2	1301939042
241	231	1	1301941162
60	242	6	1301945087
242	60	6	1301945157
135	2	1	1301972936
204	7	1	1301973638
1	64	3	1301975394
64	1	3	1301975616
202	244	1	1301998379
244	60	2	1301999041
202	56	1	1302005851
56	202	1	1302005904
164	60	5	1302011702
60	164	5	1302011717
204	80	1	1302012516
56	114	1	1302012679
149	80	5	1302016172
1	245	1	1302017978
241	80	3	1302025647
35	246	1	1302027411
246	35	1	1302027787
1	247	1	1302043778
247	1	1	1302043935
80	241	3	1302044440
80	64	1	1302044526
80	204	1	1302044550
80	149	5	1302044581
80	81	8	1302044652
228	60	2	1302055574
72	21	1	1302069958
35	248	2	1302082638
248	35	2	1302082712
244	245	2	1302096657
245	244	2	1302097036
245	250	1	1302103936
250	245	1	1302103959
60	251	1	1302107640
60	250	3	1302108245
250	60	3	1302108321
7	175	2	1302112512
166	206	1	1302117350
206	166	1	1302117447
60	244	4	1302121400
166	158	1	1302132473
215	249	1	1302136506
249	215	1	1302136666
60	243	5	1302203708
243	60	6	1302203836
60	252	1	1302204154
252	60	1	1302204188
253	95	1	1302212934
143	7	5	1302236704
7	143	4	1302236755
1	234	1	1302237680
234	1	1	1302237928
251	245	1	1302246463
245	251	1	1302246493
60	88	2	1302278539
88	60	4	1302279515
88	104	3	1302279761
104	88	3	1302287609
60	255	1	1302289160
255	60	1	1302289548
29	251	2	1302290506
166	7	3	1302290513
251	29	2	1302290517
251	60	5	1302292041
251	1	5	1302292045
251	202	5	1302292056
1	251	2	1302292174
164	163	1	1302292905
206	256	1	1302296394
256	206	1	1302296411
60	257	10	1302296669
6	258	1	1302322674
258	6	1	1302322871
64	219	1	1302323407
258	259	1	1302333277
259	258	2	1302335098
1	260	1	1302449430
7	260	4	1302449755
1	261	1	1302453500
261	1	1	1302454857
202	158	1	1302482453
256	153	1	1302495086
202	240	2	1302496979
240	202	2	1302496999
244	113	1	1302530478
244	114	1	1302534403
207	262	1	1302543866
262	207	1	1302543928
23	263	2	1302565808
60	264	4	1302617059
60	265	4	1302617703
265	60	4	1302618615
149	266	1	1302639446
266	149	1	1302639466
35	267	1	1302639584
267	35	1	1302639594
202	141	1	1302641207
141	202	1	1302641237
6	268	3	1302648709
266	60	5	1302648769
229	215	1	1302652618
215	229	1	1302652620
141	41	1	1302659094
242	141	1	1302659162
141	242	1	1302659186
215	221	2	1302659794
268	6	3	1302659889
221	215	2	1302660916
221	269	1	1302660923
269	221	1	1302661144
269	3	1	1302661677
41	141	1	1302666289
60	269	1	1302707523
153	7	1	1302713672
249	167	1	1302722252
221	171	1	1302725617
1	109	1	1302729570
202	230	1	1302740433
171	221	1	1302745365
171	235	2	1302747220
235	171	1	1302747940
64	7	3	1302750632
177	1	4	1302752567
60	77	4	1302790887
149	25	10	1302791427
1	271	1	1302800924
271	1	1	1302800937
221	272	1	1302814707
272	221	1	1302814789
202	153	4	1302817544
60	261	2	1302818032
261	60	2	1302818177
60	273	2	1302818421
23	231	1	1302820322
7	243	4	1302824119
230	202	2	1302825832
144	78	5	1302842625
144	153	1	1302842653
269	7	1	1302845151
7	269	1	1302845533
1	274	1	1302847190
274	1	1	1302847200
141	1	2	1302881091
1	141	1	1302881463
141	273	1	1302881661
141	275	1	1302881717
60	276	3	1302882663
276	60	3	1302882727
141	256	1	1302883017
270	277	1	1302883800
256	141	1	1302885177
277	270	1	1302887910
202	127	1	1302888454
167	249	1	1302895950
275	141	1	1302902855
221	202	4	1302904462
202	221	4	1302904614
221	64	1	1302906349
206	221	1	1302917071
221	206	1	1302918775
273	60	3	1302920250
60	279	2	1302923640
219	64	5	1302923672
219	109	1	1302923732
219	21	5	1302924030
279	60	8	1302924331
202	278	3	1302928521
278	202	3	1302928587
206	29	1	1302932651
29	206	1	1302932675
280	281	1	1302933257
206	282	1	1302933285
242	274	1	1302933633
282	206	1	1302933664
283	284	10	1302958660
7	240	2	1302970026
7	285	1	1302978024
202	286	1	1302978044
286	202	1	1302978082
256	287	1	1302990371
287	256	1	1302991007
202	288	1	1302995385
288	202	1	1302995612
257	265	4	1303021208
257	242	5	1303021210
257	104	5	1303021214
257	60	5	1303021222
202	134	2	1303021542
134	202	1	1303022826
37	219	2	1303055666
219	37	2	1303055677
290	215	1	1303064583
215	290	1	1303064621
284	283	10	1303064666
245	291	1	1303066399
291	245	1	1303066423
292	202	1	1303076404
217	149	1	1303080084
149	217	1	1303080212
224	257	4	1303080731
224	60	5	1303080818
224	144	1	1303081272
144	224	1	1303081507
224	171	1	1303083554
171	224	1	1303083825
135	293	1	1303084783
21	60	5	1303085827
199	104	1	1303090859
7	294	1	1303099055
294	7	1	1303099323
293	204	1	1303113302
204	293	1	1303113398
231	28	1	1303114586
274	295	2	1303115281
295	274	2	1303115649
202	292	1	1303121613
249	64	1	1303136046
230	101	2	1303154040
1	296	1	1303161462
64	249	1	1303168886
229	297	1	1303168898
297	229	1	1303168906
4	282	2	1303175313
282	4	2	1303175840
298	299	1	1303192072
299	298	1	1303192109
257	29	5	1303197787
271	202	1	1303205378
202	271	1	1303205387
272	7	2	1303251534
7	272	2	1303251550
37	301	1	1303252802
301	37	1	1303252806
60	299	2	1303253192
299	60	3	1303253327
29	302	1	1303256263
135	303	1	1303256893
303	135	1	1303256975
64	301	1	1303257294
301	64	1	1303257295
214	60	3	1303257371
29	304	1	1303258735
304	29	1	1303258968
7	254	1	1303263458
254	7	1	1303263494
17	254	1	1303264358
7	135	2	1303269567
284	21	1	1303278096
282	305	1	1303280196
305	282	1	1303280237
282	306	1	1303282174
306	282	1	1303282191
60	229	2	1303338920
229	60	2	1303338935
144	282	1	1303342751
282	144	1	1303342877
206	307	1	1303344911
39	308	2	1303345805
307	206	1	1303348286
1	180	1	1303356387
180	1	1	1303356404
235	20	1	1303357170
29	198	1	1303359603
198	29	1	1303359614
198	60	2	1303360208
29	274	2	1303361096
280	29	1	1303361104
274	29	2	1303361107
29	280	1	1303361108
202	206	3	1303361239
206	202	3	1303361249
274	204	1	1303377389
204	274	1	1303377420
204	186	2	1303387704
186	204	2	1303387834
7	266	2	1303391987
60	223	7	1303396799
257	279	4	1303406592
